time (s),inlet temp (K),outlet temp (K)
1426.5,749.066159295331,749.558590651779
1427,749.180272491604,749.521092072044
1427.5,749.295342840401,749.484011256518
1428,749.411343835957,749.447469540866
1428.5,749.528275478274,749.411416199473
1429,749.646134822266,749.375939477268
1429.5,749.764892417087,749.341024691287
1430,749.884580658669,749.306749029737
1430.5,750.005196601926,749.273084566771
1431,750.126710796012,749.240057790785
1431.5,750.249123240927,749.207721615832
1432,750.37243393667,749.176048877386
1432.5,750.496645828327,749.145063094848
1433,750.621753025728,749.114858398175
1433.5,750.747726078027,749.085398045019
1434,750.874600326239,749.05670039524
1434.5,751.002340429348,749.028747839969
1435,751.130916936508,749.001786263895
1435.5,751.260391694496,748.97570014032
1436,751.39070580162,748.950357240036
1436.5,751.521882818556,748.925796137888
1437,751.653928635474,748.902053641365
1437.5,751.786781405595,748.879143761995
1438,751.92049708553,748.857120174129
1438.5,752.055022663752,748.83595423616
1439,752.190384646025,748.815751816395
1439.5,752.326580087263,748.796448228382
1440,752.463582481706,748.778086130111
1440.5,752.601388884267,748.760678032088
1441,752.740002240031,748.744235646679
1441.5,752.879419603915,748.728670071787
1442,753.019643921002,748.714094520191
1442.5,753.160639850277,748.700476613375
1443,753.302413281908,748.687833328555
1443.5,753.444990721658,748.676188930798
1444,753.588310322749,748.665494883184
1444.5,753.732407426196,748.655866645045
1445,753.877276141831,748.647184356823
1445.5,754.022889963891,748.639542110199
1446,754.169245947291,748.632887782193
1446.5,754.316347037117,748.627208802694
1447,754.464190288283,748.622564019703
1447.5,754.61277570079,748.618945348437
1448,754.762076768875,748.616307949933
1448.5,754.912117053215,748.614679770325
1449,755.062840597203,748.614071857904
1449.5,755.214276851684,748.6144923023
1450,755.366425816659,748.615943292171
1450.5,755.519287492128,748.618433640461
1451,755.672800031312,748.621917816853
1451.5,755.827022335905,748.626449459486
1452,755.981927900145,748.631972731128
1452.5,756.1374843281,748.638535401463
1453,756.293721070617,748.646104367228
1453.5,756.450611621935,748.654672298045
1454,756.608150091882,748.664283314007
1454.5,756.766339425545,748.674877169119
1455,756.925176677839,748.686469975861
1455.5,757.084667738933,748.6990831014
1456,757.244744871879,748.71269152816
1456.5,757.40547286854,748.727319503789
1457,757.566792827223,748.742923707137
1457.5,757.728757759451,748.75949675772
1458,757.891285202855,748.777096006983
1458.5,758.054431114042,748.795700132034
1459,758.218163097082,748.815270182935
1459.5,758.382484097058,748.835839984807
1460,758.547364663125,748.857391878792
1460.5,758.712834246128,748.879940571147
1461,758.878857505052,748.903483113697
1461.5,759.045469780913,748.927888938944
1462,759.212582721171,748.953653936166
1462.5,759.380278788195,748.980392790212
1463,759.548504970464,749.008021052873
1463.5,759.717255377806,749.036600478449
1464,759.886503504459,749.066167168595
1464.5,760.056308252119,749.09680274136
1465,760.226607774005,749.128479939647
1465.5,760.397405015203,749.161339997763
1466,760.568723536389,749.195363056708
1466.5,760.740513271126,749.230535209836
1467,760.912794835005,749.266967453916
1467.5,761.085541722264,749.304600908235
1468,761.25878338375,749.343570826706
1468.5,761.432460917769,749.383879464452
1469,761.606600830084,749.425703303358
1469.5,761.781206065779,749.469108585246
1470,761.956247174007,749.514287902215
1470.5,762.131718264599,749.561369237056
1471,762.307625227725,749.610483443097
1471.5,762.483965118299,749.661894469519
1472,762.660708485475,749.715799386328
1472.5,762.837855329253,749.77243922799
1473,763.015402704548,749.832094065665
1473.5,763.193353556445,749.895174095381
1474,763.371675489011,749.961968360942
1474.5,763.55040089818,750.032897445962
1475,763.729467937172,750.108525367013
1475.5,763.908935507682,750.189335287291
1476,764.088744708014,750.27587128696
1476.5,764.26889553817,750.368741378687
1477,764.449417448997,750.468501330648
1477.5,764.630248593715,750.575681366038
1478,764.811421368256,750.690778550033
1478.5,764.992932827537,750.814133972973
1479,765.174756465794,750.94619386164
1479.5,765.356859887095,751.087256522089
1480,765.539299048051,751.237623383733
1480.5,765.722020937137,751.397748819682
1481,765.905019664183,751.567903007649
1481.5,766.088301119359,751.748409271507
1482,766.271856467411,751.93960196548
1482.5,766.455694543592,752.141804752334
1483,766.639777061802,752.355600804322
1483.5,766.82410991221,752.581471267592
1484,767.008687204647,752.820110597556
1484.5,767.193514829282,753.071962138711
1485,767.378560390184,753.337546423959
1485.5,767.563820942268,753.617103153122
1486,767.749299430618,753.910675581177
1486.5,767.93499291015,754.218184978761
1487,768.120874875103,754.539559836444
1487.5,768.306968886152,754.874302555437
1488,768.493221931775,755.221817046156
1488.5,768.679660517732,755.581875675564
1489,768.866284644025,755.954422516745
1489.5,769.053061914722,756.339891760958
1490,769.239998219991,756.73904456812
1490.5,769.427084724579,757.153118720826
1491,769.614297867809,757.582783944607
1491.5,769.801664155442,758.028443602796
1492,769.989124685785,758.490225483601
1492.5,770.176741305617,758.968298614937
1493,770.364449223073,759.462264881019
1493.5,770.552280834087,759.971135783176
1494,770.740174291879,760.493212046765
1494.5,770.928191443227,761.026733665092
1495,771.116270441354,761.573571304872
1495.5,771.304443682191,762.137601183256
1496,771.49264931896,762.716465308198
1496.5,771.680943308268,763.30658504376
1497,771.869272638594,763.896531510964
1497.5,772.057660870612,764.474678507346
1498,772.246081498563,765.045096857569
1498.5,772.43453157736,765.615729497258
1499,772.623014052089,766.191098254104
1499.5,772.811496526818,766.774868430152
1500,772.999979001546,767.356803427297
1500.5,773.188493872207,767.938696674001
1501,773.376976346935,768.519469264604
1501.5,773.565455876579,769.093470629081
1502,773.753879449615,769.65313048334
1502.5,773.942300077565,770.192480303005
1503,774.130688309584,770.706531987023
1503.5,774.319047090756,771.193413846747
1504,774.507311629218,771.653046752054
1504.5,774.695546716833,772.093365886909
1505,774.883717012585,772.5358598504
1505.5,775.071798955797,773.000163419924
1506,775.259786656298,773.440868173979
1506.5,775.447709564937,773.831138807866
1507,775.635511725104,774.179542139521
1507.5,775.823249093407,774.500110945226
1508,776.010833317307,774.801930649825
1508.5,776.198326243582,775.090209696375
1509,776.385692531215,775.369014276458
1509.5,776.572905674445,775.640824502582
1510,776.759992179033,775.90618333063
1510.5,776.946925539218,776.161902518741
1511,777.133705754999,776.403492010185
1511.5,777.320300430445,776.628535775606
1512,777.506768467249,776.839583050988
1512.5,777.693018567787,777.044082406112
1513,777.879115523921,777.245249153408
1513.5,778.064997488873,777.443614159588
1514,778.250690968406,777.642924282991
1514.5,778.436169456756,777.850428456981
1515,778.62143000884,778.072229480588
1515.5,778.806475569742,778.309457465279
1516,778.991300249293,778.55822337922
1516.5,779.175880486814,778.810127410222
1517,779.360213337223,779.055992599422
1517.5,779.544295855432,779.292372569809
1518,779.728104480767,779.522796296328
1518.5,779.911659828818,779.751517896867
1519,780.094967789756,779.979844842036
1519.5,780.277969461887,780.207752177603
1520,780.460691350973,780.435941890215
1520.5,780.643101061082,780.667509092407
1521,780.82523393323,780.9061177899
1521.5,781.007057571487,781.154127339855
1522,781.188539579921,781.400283562993
1522.5,781.369712354462,781.635619788272
1523,781.550572950027,781.856461111795
1523.5,781.731065410007,782.069408491386
1524,781.91124569101,782.295891317327
1524.5,782.091054891342,782.535708187611
1525,782.270493011005,782.774183243094
1525.5,782.449589500844,783.018207990536
1526,782.628285459166,783.291731926683
1526.5,782.806636842579,783.603817341
1527,782.984587694476,783.922606731414
1527.5,783.162135069771,784.246841944625
1528,783.339281913549,784.595029246573
1528.5,783.516025280725,784.934585022913
1529,783.692335720452,785.225350227767
1529.5,783.868239738493,785.447750719678
1530,784.04371377417,785.609874766657
1530.5,784.218751937314,785.72756480954
1531,784.393357173009,785.816226383732
1531.5,784.567500030408,785.876041689983
1532,784.741207015274,785.896559697583
1532.5,784.914419225913,785.880389263041
1533,785.087195564019,785.847802750364
1533.5,785.259447677051,785.812030616993
1534,785.43126391755,785.774277898805
1534.5,785.602555932975,785.716179843381
1535,785.773382625019,785.623830173906
1535.5,785.943682146906,785.510617617834
1536,786.113457443718,785.400522957414
1536.5,786.282735021218,785.300394772956
1537,786.45148542856,785.217756719264
1537.5,786.619711610829,785.17300045028
1538,786.787378227007,785.164855872235
1538.5,786.954517673026,785.174272897335
1539,787.121103443125,785.193155883848
1539.5,787.287126702049,785.222599702763
1540,787.452596285053,785.275753718431
1540.5,787.617506301966,785.34288915902
1541,787.781797851095,785.411277914286
1541.5,787.945529834135,785.49120525603
1542,788.108675745322,785.587048800239
1542.5,788.271232639573,785.702086482487
1543,788.433168120954,785.831342773592
1543.5,788.594517530484,785.966399951259
1544,788.755216076298,786.104118870941
1544.5,788.915322660091,786.263380789393
1545,789.074784270338,786.470936097659
1545.5,789.233621522632,786.722384083733
1546,789.391810856295,787.020568825064
1546.5,789.54937877709,787.366029178418
1547,789.706266383322,787.741745909951
1547.5,789.862506070924,788.131525283966
1548,790.018062498879,788.517537856977
1548.5,790.172965118034,788.876997428136
1549,790.327160916865,789.202676299003
1549.5,790.480702906896,789.496959668662
1550,790.633535131518,789.766375629796
1550.5,790.785681151408,790.019189986719
1551,790.937149801821,790.26291760729
1551.5,791.087873345809,790.503458770345
1552,791.237884179303,790.745031081282
1552.5,791.387214698234,790.988414930391
1553,791.535770659894,791.229948534606
1553.5,791.68361391106,791.463838908083
1554,791.830744451733,791.685560308834
1554.5,791.977100435133,791.895697732483
1555,792.122714257193,792.097116076902
1555.5,792.267582972828,792.29356882854
1556,792.411677131191,792.481276432688
1556.5,792.554999677366,792.656732769663
1557,792.697577117116,792.817838324272
1557.5,792.839350548747,792.960582330036
1558,792.980346478022,793.078207143591
1558.5,793.120570795109,793.163861805935
1559,793.259988158992,793.215298484628
1559.5,793.398601514757,793.232124014939
1560,793.536407917318,793.216572936648
1560.5,793.67341031176,793.174209364115
1561,793.809576302152,793.119157968603
1561.5,793.944938284425,793.072019102562
1562,794.079493313495,793.053251603249
1562.5,794.213179542582,793.079751707968
1563,794.34606176355,793.158885932054
1563.5,794.478078129622,793.286895691879
1564,794.609255146558,793.452109702924
1564.5,794.739598704528,793.641008264827
1565,794.86904401167,793.843253847034
1565.5,794.997649969676,794.05292470314
1566,795.125390072785,794.265761813408
1566.5,795.25223487015,794.477290256067
1567,795.378207922449,794.682362177181
1567.5,795.50331511985,794.875621574928
1568,795.627524066422,795.052239094881
1568.5,795.75083770725,795.208014401904
1569,795.873250152165,795.340300728736
1569.5,795.994793797098,795.448644654331
1570,796.115380289508,795.534978419701
1570.5,796.23506853109,795.603256890952
1571,796.353855576758,795.659344735518
1571.5,796.47171492075,795.710319520241
1572,796.588646563067,795.763637817801
1572.5,796.704647558624,795.82656365703
1573,796.819688456573,795.905629478437
1573.5,796.933831103693,796.004726445837
1574,797.047010708122,796.123243823894
1574.5,797.159233160028,796.255020588336
1575,797.270495514327,796.388750247935
1575.5,797.380827221866,796.511692546238
1576,797.49016938095,796.610591212004
1576.5,797.598551442427,796.680306910805
1577,797.705973406298,796.719440316751
1577.5,797.812402876629,796.729078749654
1578,797.917872249354,796.712012536568
1578.5,798.022349128539,796.672906078071
1579,798.125836459271,796.616205672848
1579.5,798.228334241548,796.549912727523
1580,798.329836585203,796.481726287531
1580.5,798.430322874641,796.417791408375
1581,798.529813725455,796.366916046734
1581.5,798.628312082731,796.336910971887
1582,798.725791440706,796.334041340428
1582.5,798.822245909211,796.365383010135
1583,798.917681378415,796.432964262684
1583.5,799.012121408996,796.538335545051
1584,799.105512989429,796.679983471311
1584.5,799.197850229544,796.852583912578
1585,799.289192031037,797.049071872789
1585.5,799.379485382382,797.253702440847
1586,799.468724393409,797.454584624293
1586.5,799.556941460051,797.637925845254
1587,799.644074735529,797.791816202405
1587.5,799.730183121537,797.913571072494
1588,799.815240112313,798.00427561899
1588.5,799.899213311924,798.068440032172
1589,799.982135116303,798.116952202289
1589.5,800.063999635281,798.16431108722
1590,800.144812759026,798.227488383775
1590.5,800.22451264076,798.323233824594
1591,800.303158182177,798.463434587977
1591.5,800.380749383277,798.658676637592
1592,800.457227342366,798.926714308134
1592.5,800.532618565207,799.28707091642
1593,800.606958392816,799.740466560397
1593.5,800.680182033328,800.254316158643
1594,800.752295376915,800.776368153442
1594.5,800.823348490015,801.26679013497
1595,800.89329130619,801.709289305408
1595.5,800.962117935268,802.099461384542
1596,801.029860773183,802.436756992271
1596.5,801.096487424002,802.714550455254
1597,801.161997887726,802.935304798165
1597.5,801.226424560286,803.102589039364
1598,801.289708539989,803.217630804325
1598.5,801.351876332596,803.287738005649
1599,801.412927938107,803.320575164725
1599.5,801.472863356523,803.320314741221
1600,801.531685532928,803.294479799436
1600.5,801.589359126307,803.251089854881
1601,801.645919477674,803.197139190823
1601.5,801.701363641946,803.1389942876
1602,801.755632717429,803.083195215835
1602.5,801.808785605816,803.037594850449
1603,801.860822307108,803.01068948171
1603.5,801.911683919611,803.009631618492
1604,801.961429345018,803.038131029614
